channel,q2_min,q2_max,q2,w_min,w_max,w,F_2,F_2_err
pi+ n,2.55,2.65,2.6,1.635,1.645,1.64,0.04918385877329902,0.0028402120072367966
pi+ n,2.55,2.65,2.6,1.645,1.655,1.65,0.051385410419231684,0.0028805460893947523
pi+ n,2.55,2.65,2.6,1.655,1.665,1.66,0.05286505330817708,0.002720292250912551
pi+ n,2.55,2.65,2.6,1.665,1.675,1.67,0.05280439297958006,0.0026106370478180016
pi+ n,2.55,2.65,2.6,1.675,1.685,1.68,0.051840950598131055,0.0025747422810299993
pi+ n,2.55,2.65,2.6,1.685,1.695,1.69,0.05103064551699221,0.0025674239877349504
pi+ n,2.55,2.65,2.6,1.695,1.705,1.7,0.04925015914198943,0.0024746446208877013
pi+ n,2.55,2.65,2.6,1.705,1.715,1.71,0.045468389245908264,0.002326002984799152
pi+ n,2.55,2.65,2.6,1.715,1.725,1.72,0.04014649096212512,0.002116949544222553
pi+ n,2.55,2.65,2.6,1.725,1.735,1.73,0.03420008846659548,0.0018710095156393527
pi+ n,2.55,2.65,2.6,1.735,1.745,1.74,0.0097568690364262,0.0006545981383742
pi+ n,2.55,2.65,2.6,1.745,1.755,1.75,0.0273107465756595,0.0018208052594937498
pi+ n,2.55,2.65,2.6,1.755,1.765,1.76,0.025565600108273644,0.002258723390137906
pi+ n,2.55,2.65,2.6,1.765,1.775,1.77,0.02286461855652818,0.0021391098394537905
pi+ n,2.55,2.65,2.6,1.775,1.785,1.78,0.018613989448163,0.0014947758648759
pi+ n,2.55,2.65,2.6,1.785,1.795,1.79,0.01826010043863422,0.0014294181747702601
pi+ n,2.55,2.65,2.6,1.795,1.805,1.8,0.01790621142910542,0.0013640604846646201
pi+ n,2.55,2.65,2.6,1.805,1.815,1.81,0.01755232241957662,0.0012987027945589803
pi+ n,2.55,2.65,2.6,1.815,1.825,1.82,0.01719843341004782,0.0012333451044533401
pi+ n,2.55,2.65,2.6,1.825,1.835,1.83,0.01684454440051902,0.0011679874143477004
pi+ n,2.55,2.65,2.6,1.835,1.845,1.84,0.016650955595992698,0.00117643792575465
pi+ n,2.55,2.65,2.6,1.845,1.855,1.85,0.016457366791466397,0.0011848884371616
pi+ n,2.55,2.65,2.6,1.855,1.865,1.86,0.0162637779869401,0.00119333894856855
pi+ n,2.55,2.65,2.6,1.865,1.875,1.87,0.016070189182413794,0.0012017894599755002
pi+ n,2.55,2.65,2.6,1.875,1.885,1.88,0.0158766003778875,0.0012102399713824498
pi+ n,2.55,2.65,2.6,1.885,1.895,1.89,0.0156830115733612,0.0012186904827894
pi+ n,2.55,2.65,2.6,1.895,1.905,1.9,0.0151808080434065,0.0011722551687532166
pi+ n,2.55,2.65,2.6,1.905,1.915,1.91,0.0146786045134518,0.0011258198547170334
pi+ n,2.55,2.65,2.6,1.915,1.925,1.92,0.014176400983497098,0.00107938454068085
pi+ n,2.55,2.65,2.6,1.925,1.935,1.93,0.0136741974535424,0.0010329492266446666
pi+ n,2.55,2.65,2.6,1.935,1.945,1.94,0.0131719939235877,0.0009865139126084832
pi+ n,2.55,2.65,2.6,1.945,1.955,1.95,0.012669790393633,0.0009400785985722999
pi+ n,2.55,2.65,2.6,1.955,1.965,1.96,0.012359209913656133,0.0009750585505880834
pi+ n,2.55,2.65,2.6,1.965,1.975,1.97,0.012048629433679264,0.0010100385026038667
pi+ n,2.55,2.65,2.6,1.975,1.985,1.98,0.011738048953702396,0.0010450184546196503
pi+ n,2.55,2.65,2.6,1.985,1.995,1.99,0.01142746847372553,0.0010799984066354339
pi+ n,2.55,2.65,2.6,1.995,2.005,2.0,0.01111688799374866,0.0011149783586512172
pi+ n,2.65,2.75,2.7,1.115,1.125,1.12,0.0038884689696465895,0.0005256079551646908
pi+ n,2.65,2.75,2.7,1.125,1.135,1.13,0.004399060927255402,0.0006189711583164944
pi+ n,2.65,2.75,2.7,1.135,1.145,1.14,0.004380741638186592,0.000508124300148418
pi+ n,2.65,2.75,2.7,1.145,1.155,1.15,0.004971639617058173,0.000529845164048142
pi+ n,2.65,2.75,2.7,1.155,1.165,1.16,0.007045309317283373,0.000586232813698392
pi+ n,2.65,2.75,2.7,1.165,1.175,1.17,0.010142716135707403,0.0006712018823410032
pi+ n,2.65,2.75,2.7,1.175,1.185,1.18,0.011823404790087444,0.0006898134211072181
pi+ n,2.65,2.75,2.7,1.185,1.195,1.19,0.013137756416343238,0.0006917642019290085
pi+ n,2.65,2.75,2.7,1.195,1.205,1.2,0.01482174426906287,0.000663210791259799
pi+ n,2.65,2.75,2.7,1.205,1.215,1.21,0.01437892979167802,0.000643328805960949
pi+ n,2.65,2.75,2.7,1.215,1.225,1.22,0.01563994108787981,0.0006609532844284458
pi+ n,2.65,2.75,2.7,1.225,1.235,1.23,0.016378849908941357,0.0006179761115040958
pi+ n,2.65,2.75,2.7,1.235,1.245,1.24,0.016429650736273806,0.0007576234744166457
pi+ n,2.65,2.75,2.7,1.245,1.255,1.25,0.019785049047539766,0.0010024662239072808
pi+ n,2.65,2.75,2.7,1.255,1.265,1.26,0.01823303973197755,0.0010028124776550362
pi+ n,2.65,2.75,2.7,1.265,1.275,1.27,0.01890722655911075,0.0009683607772867361
pi+ n,2.65,2.75,2.7,1.275,1.285,1.28,0.019110726011503938,0.0009932010712708586
pi+ n,2.65,2.75,2.7,1.285,1.295,1.29,0.01960692811586489,0.0011253049215069085
pi+ n,2.65,2.75,2.7,1.295,1.305,1.3,0.020281613890852687,0.0010466267027018084
pi+ n,2.65,2.75,2.7,1.305,1.315,1.31,0.023037594467985086,0.001021009092500151
pi+ n,2.65,2.75,2.7,1.315,1.325,1.32,0.023824758176472338,0.0010557518696936012
pi+ n,2.65,2.75,2.7,1.325,1.335,1.33,0.025204306557994348,0.0011944971124766297
pi+ n,2.65,2.75,2.7,1.335,1.345,1.34,0.026157585804339224,0.0013932818964287926
pi+ n,2.65,2.75,2.7,1.345,1.355,1.35,0.026668584992857326,0.0017066598954981428
pi+ n,2.65,2.75,2.7,1.355,1.365,1.36,0.025116470036516368,0.0014481513777548597
pi+ n,2.65,2.75,2.7,1.365,1.375,1.37,0.02742175126432972,0.0014487988791989598
pi+ n,2.65,2.75,2.7,1.375,1.385,1.38,0.028118223830215713,0.0012278659500952122
pi+ n,2.65,2.75,2.7,1.385,1.395,1.39,0.03066787222794986,0.0012731104136397744
pi+ n,2.65,2.75,2.7,1.395,1.405,1.4,0.03111900215446374,0.0013340371946631057
pi+ n,2.65,2.75,2.7,1.405,1.415,1.41,0.03157013208097762,0.0013949639756864372
pi+ n,2.65,2.75,2.7,1.415,1.425,1.42,0.03202126200749151,0.0014558907567097687
pi+ n,2.65,2.75,2.7,1.425,1.435,1.43,0.03247239193400539,0.0015168175377331
pi+ n,2.65,2.75,2.7,1.435,1.445,1.44,0.032923521860519264,0.0015777443187564313
pi+ n,2.65,2.75,2.7,1.445,1.455,1.45,0.03337465178703315,0.0016386710997797625
pi+ n,2.65,2.75,2.7,1.455,1.465,1.46,0.03382578171354704,0.0016995978808030943
pi+ n,2.65,2.75,2.7,1.465,1.475,1.47,0.03427691164006092,0.0017605246618264253
pi+ n,2.65,2.75,2.7,1.475,1.485,1.48,0.0347280415665748,0.0018214514428497564
pi+ n,2.65,2.75,2.7,1.485,1.495,1.49,0.03517917149308868,0.0018823782238730881
pi+ n,2.65,2.75,2.7,1.495,1.505,1.5,0.035630301419602564,0.0019433050048964194
pi+ n,2.65,2.75,2.7,1.505,1.515,1.51,0.03608143134611645,0.0020042317859197507
pi+ n,2.65,2.75,2.7,1.515,1.525,1.52,0.03653256127263033,0.002065158566943082
pi+ n,2.65,2.75,2.7,1.525,1.535,1.53,0.036983691199144214,0.0021260853479664137
pi+ n,2.65,2.75,2.7,1.535,1.545,1.54,0.03742743419186066,0.0021555873740021934
pi+ n,2.65,2.75,2.7,1.545,1.555,1.55,0.03856193545512682,0.00209909154139873
pi+ n,2.65,2.75,2.7,1.555,1.565,1.56,0.04064829539969778,0.00206130328960958
pi+ n,2.65,2.75,2.7,1.565,1.575,1.57,0.04468380293413031,0.0021186492151922588
pi+ n,2.65,2.75,2.7,1.575,1.585,1.58,0.04357498179859682,0.0021395836517696678
pi+ n,2.65,2.75,2.7,1.585,1.595,1.59,0.04161910965133404,0.002183890331047399
pi+ n,2.65,2.75,2.7,1.595,1.605,1.6,0.039896889484984384,0.002199215530036518
pi+ n,2.65,2.75,2.7,1.605,1.615,1.61,0.04117171673173791,0.0022622944980400196
pi+ n,2.65,2.75,2.7,1.615,1.625,1.62,0.04262480669836083,0.00225744083941071
pi+ n,2.65,2.75,2.7,1.625,1.635,1.63,0.043280347805554925,0.002266080173659565
pi+ n,2.65,2.75,2.7,1.635,1.645,1.64,0.04588683852847372,0.0024990449115479905
pi+ n,2.65,2.75,2.7,1.645,1.655,1.65,0.04762396521602091,0.0024860533500687025
pi+ n,2.65,2.75,2.7,1.655,1.665,1.66,0.04965215417531957,0.0024142003305112764
pi+ n,2.65,2.75,2.7,1.665,1.675,1.67,0.04994883140546416,0.002307460200525001
pi+ n,2.65,2.75,2.7,1.675,1.685,1.68,0.05028424667559987,0.002230553367579419
pi+ n,2.65,2.75,2.7,1.685,1.695,1.69,0.049490660007021334,0.0022407256192679987
pi+ n,2.65,2.75,2.7,1.695,1.705,1.7,0.04741393033688081,0.002137868709161733
pi+ n,2.65,2.75,2.7,1.705,1.715,1.71,0.04230394554615439,0.0019434636852733516
pi+ n,2.65,2.75,2.7,1.715,1.725,1.72,0.03631436753315481,0.001697240645423855
pi+ n,2.65,2.75,2.7,1.725,1.735,1.73,0.03340882004560618,0.0017205446718121082
pi+ n,2.65,2.75,2.7,1.735,1.745,1.74,0.03128533932299561,0.0022000002395421575
pi+ n,2.65,2.75,2.7,1.745,1.755,1.75,0.028188973821616302,0.001552503919156995
pi+ n,2.65,2.75,2.7,1.755,1.765,1.76,0.027211348080820708,0.0014550602675583862
pi+ n,2.65,2.75,2.7,1.765,1.775,1.77,0.026857459071291907,0.0013897025774527462
pi+ n,2.65,2.75,2.7,1.775,1.785,1.78,0.026503570061763106,0.0013243448873471063
pi+ n,2.65,2.75,2.7,1.785,1.795,1.79,0.02623241664191301,0.0012970817528608677
pi+ n,2.65,2.75,2.7,1.795,1.805,1.8,0.02603882783738671,0.0013055322642678178
pi+ n,2.65,2.75,2.7,1.805,1.815,1.81,0.025845239032860408,0.001313982775674768
pi+ n,2.65,2.75,2.7,1.815,1.825,1.82,0.025651650228334107,0.0013224332870817178
pi+ n,2.65,2.75,2.7,1.825,1.835,1.83,0.025318687031678846,0.0013060966515143486
pi+ n,2.65,2.75,2.7,1.835,1.845,1.84,0.024816483501724145,0.0012596613374781652
pi+ n,2.65,2.75,2.7,1.845,1.855,1.85,0.024314279971769444,0.0012132260234419818
pi+ n,2.65,2.75,2.7,1.855,1.865,1.86,0.023812076441814746,0.0011667907094057984
pi+ n,2.65,2.75,2.7,1.865,1.875,1.87,0.022974024859212003,0.001128253192636625
pi+ n,2.65,2.75,2.7,1.875,1.885,1.88,0.021604213859916597,0.001102220521540217
pi+ n,2.65,2.75,2.7,1.885,1.895,1.89,0.02023440286062116,0.001076187850443808
pi+ n,2.65,2.75,2.7,1.895,1.905,1.9,0.01886459186132572,0.001050155179347399
pi+ n,2.65,2.75,2.7,1.905,1.915,1.91,0.017494780862030282,0.00102412250825099
pi+ n,2.65,2.75,2.7,1.915,1.925,1.92,0.01612496986273484,0.000998089837154581
pi+ n,2.65,2.75,2.7,1.925,1.935,1.93,0.0147551588634394,0.0009720571660581723
pi+ n,2.65,2.75,2.7,1.935,1.945,1.94,0.013385347864143967,0.0009460244949617635
pi+ n,2.65,2.75,2.7,1.945,1.955,1.95,0.012015536864848526,0.0009199918238653544
pi+ n,2.65,2.75,2.7,1.955,1.965,1.96,0.01170495638487166,0.000954971775881138
pi+ n,2.65,2.75,2.7,1.965,1.975,1.97,0.011394375904894791,0.0009899517278969215
pi+ n,2.65,2.75,2.7,1.975,1.985,1.98,0.011083795424917922,0.0010249316799127049
pi+ n,2.65,2.75,2.7,1.985,1.995,1.99,0.010773214944941056,0.0010599116319284885
pi+ n,2.65,2.75,2.7,1.995,2.005,2.0,0.010480132515972775,0.0011077584770676683
pi+ n,2.75,2.85,2.8,1.115,1.125,1.12,0.0028945313362261894,0.00040799425056711676
pi+ n,2.75,2.85,2.8,1.125,1.135,1.13,0.0034051232938350005,0.0005013574537189205
pi+ n,2.75,2.85,2.8,1.135,1.145,1.14,0.003915715251443824,0.0005947206568707264
pi+ n,2.75,2.85,2.8,1.145,1.155,1.15,0.004191323519549617,0.0005435897454372172
pi+ n,2.75,2.85,2.8,1.155,1.165,1.16,0.006264993219774816,0.0005999773950874671
pi+ n,2.75,2.85,2.8,1.165,1.175,1.17,0.008874906172389884,0.0006713362642099065
pi+ n,2.75,2.85,2.8,1.175,1.185,1.18,0.012081999110620934,0.0007593676277445565
pi+ n,2.75,2.85,2.8,1.185,1.195,1.19,0.01349811102246679,0.0007659463968842424
pi+ n,2.75,2.85,2.8,1.195,1.205,1.2,0.014169335860850958,0.0007415222363913945
pi+ n,2.75,2.85,2.8,1.205,1.215,1.21,0.013726521383466108,0.0007216402510925445
pi+ n,2.75,2.85,2.8,1.215,1.225,1.22,0.01473891245341064,0.0007104068003258286
pi+ n,2.75,2.85,2.8,1.225,1.235,1.23,0.01547782127447219,0.0006674296274014786
pi+ n,2.75,2.85,2.8,1.235,1.245,1.24,0.01552862210180464,0.0008070769903140286
pi+ n,2.75,2.85,2.8,1.245,1.255,1.25,0.017310402563578457,0.0010018266985770043
pi+ n,2.75,2.85,2.8,1.255,1.265,1.26,0.01681848664929977,0.0009856024979837809
pi+ n,2.75,2.85,2.8,1.265,1.275,1.27,0.01749267347643297,0.0009511507976154808
pi+ n,2.75,2.85,2.8,1.275,1.285,1.28,0.0178355551440489,0.0010270689755290923
pi+ n,2.75,2.85,2.8,1.285,1.295,1.29,0.018331757248409852,0.0011591728257651424
pi+ n,2.75,2.85,2.8,1.295,1.305,1.3,0.01900644302339765,0.0010804946069600425
pi+ n,2.75,2.85,2.8,1.305,1.315,1.31,0.020771330837604053,0.0010296100402805552
pi+ n,2.75,2.85,2.8,1.315,1.325,1.32,0.0215584945460913,0.0010643528174740053
pi+ n,2.75,2.85,2.8,1.325,1.335,1.33,0.022655954988072952,0.0011535730766429491
pi+ n,2.75,2.85,2.8,1.335,1.345,1.34,0.023398624683071745,0.0014069260582699628
pi+ n,2.75,2.85,2.8,1.345,1.355,1.35,0.023909623871589847,0.0017203040573393127
pi+ n,2.75,2.85,2.8,1.355,1.365,1.36,0.024194364241036652,0.0015852031677804977
pi+ n,2.75,2.85,2.8,1.365,1.375,1.37,0.026499645468850003,0.0015858506692245976
pi+ n,2.75,2.85,2.8,1.375,1.385,1.38,0.027196118034735994,0.00136491774012085
pi+ n,2.75,2.85,2.8,1.385,1.395,1.39,0.028863301750637692,0.0012834110643090723
pi+ n,2.75,2.85,2.8,1.395,1.405,1.4,0.029314431677151573,0.0013443378453324036
pi+ n,2.75,2.85,2.8,1.405,1.415,1.41,0.02976556160366546,0.001405264626355735
pi+ n,2.75,2.85,2.8,1.415,1.425,1.42,0.030216691530179342,0.0014661914073790664
pi+ n,2.75,2.85,2.8,1.425,1.435,1.43,0.030667821456693223,0.0015271181884023977
pi+ n,2.75,2.85,2.8,1.435,1.445,1.44,0.031118951383207107,0.0015880449694257292
pi+ n,2.75,2.85,2.8,1.445,1.455,1.45,0.031570081309720985,0.0016489717504490605
pi+ n,2.75,2.85,2.8,1.455,1.465,1.46,0.03202121123623487,0.0017098985314723918
pi+ n,2.75,2.85,2.8,1.465,1.475,1.47,0.0324660485895139,0.0017440560767655884
pi+ n,2.75,2.85,2.8,1.475,1.485,1.48,0.03296877145393295,0.001727462615272199
pi+ n,2.75,2.85,2.8,1.485,1.495,1.49,0.034253027321879397,0.001649768641873399
pi+ n,2.75,2.85,2.8,1.495,1.505,1.5,0.03569239413012773,0.001611617321803313
pi+ n,2.75,2.85,2.8,1.505,1.515,1.51,0.037778754074698676,0.0015738290700141634
pi+ n,2.75,2.85,2.8,1.515,1.525,1.52,0.04105872430567231,0.0015496912628960025
pi+ n,2.75,2.85,2.8,1.525,1.535,1.53,0.04655413165801906,0.0016151792970383024
pi+ n,2.75,2.85,2.8,1.535,1.545,1.54,0.04743261444494988,0.0017171463694217166
pi+ n,2.75,2.85,2.8,1.545,1.555,1.55,0.04614295781918408,0.0017284542286915634
pi+ n,2.75,2.85,2.8,1.555,1.565,1.56,0.04385760425844243,0.0017100773304135697
pi+ n,2.75,2.85,2.8,1.565,1.575,1.57,0.04170316506994954,0.001745110947224448
pi+ n,2.75,2.85,2.8,1.575,1.585,1.58,0.04042980128476564,0.001844979267020948
pi+ n,2.75,2.85,2.8,1.585,1.595,1.59,0.03861550801458712,0.0018429622873829131
pi+ n,2.75,2.85,2.8,1.595,1.605,1.6,0.037672029852411,0.0018572444467401744
pi+ n,2.75,2.85,2.8,1.605,1.615,1.61,0.038474785874205254,0.00192442043830644
pi+ n,2.75,2.85,2.8,1.615,1.625,1.62,0.039473412149829655,0.0019050673210118958
pi+ n,2.75,2.85,2.8,1.625,1.635,1.63,0.04003836903951168,0.001892726112764583
pi+ n,2.75,2.85,2.8,1.635,1.645,1.64,0.04218543916321598,0.002058358053276703
pi+ n,2.75,2.85,2.8,1.645,1.655,1.65,0.04386252001281016,0.0020915606107426554
pi+ n,2.75,2.85,2.8,1.655,1.665,1.66,0.04594039666744097,0.0020579647962175713
pi+ n,2.75,2.85,2.8,1.665,1.675,1.67,0.04709326983134829,0.0020042833532320013
pi+ n,2.75,2.85,2.8,1.675,1.685,1.68,0.04783380617339692,0.001935462054716665
pi+ n,2.75,2.85,2.8,1.685,1.695,1.69,0.04795067449705047,0.001914027250801048
pi+ n,2.75,2.85,2.8,1.695,1.705,1.7,0.04446140013018368,0.0017699778263241522
pi+ n,2.75,2.85,2.8,1.705,1.715,1.71,0.03950689351555282,0.0016202840841304644
pi+ n,2.75,2.85,2.8,1.715,1.725,1.72,0.03768174724482489,0.0016182133072782556
pi+ n,2.75,2.85,2.8,1.725,1.735,1.73,0.036162595723007174,0.0014807023603465132
pi+ n,2.75,2.85,2.8,1.735,1.745,1.74,0.035813877687833284,0.0014177255799670849
pi+ n,2.75,2.85,2.8,1.745,1.755,1.75,0.03562028888330698,0.001426176091374035
pi+ n,2.75,2.85,2.8,1.755,1.765,1.76,0.03542670007878068,0.001434626602780985
pi+ n,2.75,2.85,2.8,1.765,1.775,1.77,0.034954362489996484,0.0013935028202392992
pi+ n,2.75,2.85,2.8,1.775,1.785,1.78,0.034452158960041786,0.0013470675062031159
pi+ n,2.75,2.85,2.8,1.785,1.795,1.79,0.03327825932479103,0.001316427786700951
pi+ n,2.75,2.85,2.8,1.795,1.805,1.8,0.0319084483254956,0.0012903951156045422
pi+ n,2.75,2.85,2.8,1.805,1.815,1.81,0.030538637326200165,0.0012643624445081332
pi+ n,2.75,2.85,2.8,1.815,1.825,1.82,0.029168826326904724,0.0012383297734117242
pi+ n,2.75,2.85,2.8,1.825,1.835,1.83,0.027799015327609283,0.0012122971023153153
pi+ n,2.75,2.85,2.8,1.835,1.845,1.84,0.026429204328313853,0.0011862644312189067
pi+ n,2.75,2.85,2.8,1.845,1.855,1.85,0.02505939332901841,0.0011602317601224978
pi+ n,2.75,2.85,2.8,1.855,1.865,1.86,0.023689582329722972,0.0011341990890260888
pi+ n,2.75,2.85,2.8,1.865,1.875,1.87,0.022319771330427535,0.0011081664179296799
pi+ n,2.75,2.85,2.8,1.875,1.885,1.88,0.020949960331132125,0.0010821337468332715
pi+ n,2.75,2.85,2.8,1.885,1.895,1.89,0.019580149331836685,0.0010561010757368626
pi+ n,2.75,2.85,2.8,1.895,1.905,1.9,0.018210338332541248,0.0010300684046404536
pi+ n,2.75,2.85,2.8,1.905,1.915,1.91,0.016840527333245814,0.0010040357335440446
pi+ n,2.75,2.85,2.8,1.915,1.925,1.92,0.015470716333950373,0.0009780030624476357
pi+ n,2.75,2.85,2.8,1.925,1.935,1.93,0.014100905334654933,0.0009519703913512269
pi+ n,2.75,2.85,2.8,1.935,1.945,1.94,0.012731094335359494,0.000925937720254818
pi+ n,2.75,2.85,2.8,1.945,1.955,1.95,0.011361283336064055,0.000899905049158409
pi+ n,2.75,2.85,2.8,1.955,1.965,1.96,0.011050702856087186,0.0009348850011741925
pi+ n,2.75,2.85,2.8,1.965,1.975,1.97,0.010740122376110321,0.0009698649531899761
pi+ n,2.75,2.85,2.8,1.975,1.985,1.98,0.010429541896133453,0.0010048449052057593
pi+ n,2.75,2.85,2.8,1.985,1.995,1.99,0.01015395751817375,0.0010655586434683327
pi+ n,2.75,2.85,2.8,1.995,2.005,2.0,0.010035855599291283,0.0012420744198414501
pi+ n,2.85,2.95,2.9,1.115,1.125,1.12,0.0019005937028057848,0.0002903805459695422
pi+ n,2.85,2.95,2.9,1.125,1.135,1.13,0.002411185660414596,0.000383743749121346
pi+ n,2.85,2.95,2.9,1.135,1.145,1.14,0.0029217776180234193,0.00047710695227315186
pi+ n,2.85,2.95,2.9,1.145,1.155,1.15,0.0034110074220410577,0.0005573343268262925
pi+ n,2.85,2.95,2.9,1.155,1.165,1.16,0.005484677122266257,0.0006137219764765424
pi+ n,2.85,2.95,2.9,1.165,1.175,1.17,0.0076070962090723565,0.0006714706460788096
pi+ n,2.85,2.95,2.9,1.175,1.185,1.18,0.010814189147303406,0.0007595020096134596
pi+ n,2.85,2.95,2.9,1.185,1.195,1.19,0.013858465628590345,0.0008401285918394764
pi+ n,2.85,2.95,2.9,1.195,1.205,1.2,0.013516927452639044,0.0008198336815229903
pi+ n,2.85,2.95,2.9,1.205,1.215,1.21,0.013074112975254194,0.0007999516962241403
pi+ n,2.85,2.95,2.9,1.215,1.225,1.22,0.013837883818941469,0.0007598603162232117
pi+ n,2.85,2.95,2.9,1.225,1.235,1.23,0.014576792640003017,0.0007168831432988617
pi+ n,2.85,2.95,2.9,1.235,1.245,1.24,0.01462759346733547,0.0008565305062114116
pi+ n,2.85,2.95,2.9,1.245,1.255,1.25,0.014835756079617136,0.0010011871732467275
pi+ n,2.85,2.95,2.9,1.255,1.265,1.26,0.015403933566621984,0.0009683925183125255
pi+ n,2.85,2.95,2.9,1.265,1.275,1.27,0.016078120393755183,0.0009339408179442256
pi+ n,2.85,2.95,2.9,1.275,1.285,1.28,0.016560384276593856,0.0010609368797873265
pi+ n,2.85,2.95,2.9,1.285,1.295,1.29,0.017056586380954808,0.0011930407300233764
pi+ n,2.85,2.95,2.9,1.295,1.305,1.3,0.017731272155942605,0.0011143625112182765
pi+ n,2.85,2.95,2.9,1.305,1.315,1.31,0.01850506720722301,0.0010382109880609596
pi+ n,2.85,2.95,2.9,1.315,1.325,1.32,0.01929223091571026,0.0010729537652544095
pi+ n,2.85,2.95,2.9,1.325,1.335,1.33,0.020107603418151543,0.0011126490408092681
pi+ n,2.85,2.95,2.9,1.335,1.345,1.34,0.020639663561804255,0.001420570220111133
pi+ n,2.85,2.95,2.9,1.345,1.355,1.35,0.021150662750322353,0.001733948219180483
pi+ n,2.85,2.95,2.9,1.355,1.365,1.36,0.02327225844555693,0.001722254957806136
pi+ n,2.85,2.95,2.9,1.365,1.375,1.37,0.025577539673370276,0.001722902459250236
pi+ n,2.85,2.95,2.9,1.375,1.385,1.38,0.026274012239256267,0.0015019695301464885
pi+ n,2.85,2.95,2.9,1.385,1.395,1.39,0.02705873127332552,0.0012937117149783703
pi+ n,2.85,2.95,2.9,1.395,1.405,1.4,0.027504662987167135,0.0013325247795289816
pi+ n,2.85,2.95,2.9,1.405,1.415,1.41,0.027938830324960987,0.0013212910120623817
pi+ n,2.85,2.95,2.9,1.415,1.425,1.42,0.028688353085230787,0.0012854026520725472
pi+ n,2.85,2.95,2.9,1.425,1.435,1.43,0.029972608953177236,0.0012077086786737472
pi+ n,2.85,2.95,2.9,1.435,1.445,1.44,0.03134233411475942,0.0011518035142519933
pi+ n,2.85,2.95,2.9,1.445,1.455,1.45,0.032822852805128665,0.0011241431022078932
pi+ n,2.85,2.95,2.9,1.455,1.465,1.46,0.0349092127496996,0.0010863548504187436
pi+ n,2.85,2.95,2.9,1.465,1.475,1.47,0.03760141394847226,0.0010384387588845436
pi+ n,2.85,2.95,2.9,1.475,1.485,1.48,0.04187607023393994,0.001054541125393528
pi+ n,2.85,2.95,2.9,1.485,1.495,1.49,0.04737147758628669,0.001120029159535828
pi+ n,2.85,2.95,2.9,1.495,1.505,1.5,0.049707936551769916,0.0012104765356325746
pi+ n,2.85,2.95,2.9,1.505,1.515,1.51,0.050181425955769465,0.0013156435236511743
pi+ n,2.85,2.95,2.9,1.515,1.525,1.52,0.048710933839771334,0.001317324805613457
pi+ n,2.85,2.95,2.9,1.525,1.535,1.53,0.04638147314516953,0.0012732798453648068
pi+ n,2.85,2.95,2.9,1.535,1.545,1.54,0.04415072841682618,0.001286682452383816
pi+ n,2.85,2.95,2.9,1.545,1.555,1.55,0.04195148878409723,0.0013184193893818663
pi+ n,2.85,2.95,2.9,1.555,1.565,1.56,0.040513856703381146,0.001406199883197996
pi+ n,2.85,2.95,2.9,1.565,1.575,1.57,0.039240492918197235,0.0015060682029944955
pi+ n,2.85,2.95,2.9,1.575,1.585,1.58,0.03733412654418985,0.0014867090447293063
pi+ n,2.85,2.95,2.9,1.585,1.595,1.59,0.0353471962043322,0.0014521754801653565
pi+ n,2.85,2.95,2.9,1.595,1.605,1.6,0.03548315132941282,0.0015169566642686985
pi+ n,2.85,2.95,2.9,1.605,1.615,1.61,0.03577785501667258,0.001586546378572859
pi+ n,2.85,2.95,2.9,1.615,1.625,1.62,0.03630683488988607,0.001552640492082718
pi+ n,2.85,2.95,2.9,1.625,1.635,1.63,0.03679639027346843,0.001519372051869599
pi+ n,2.85,2.95,2.9,1.635,1.645,1.64,0.0384700956903571,0.001614239479054292
pi+ n,2.85,2.95,2.9,1.645,1.655,1.65,0.04010107480959939,0.0016970678714166058
pi+ n,2.85,2.95,2.9,1.655,1.665,1.66,0.0422114371466306,0.0017000001717896438
pi+ n,2.85,2.95,2.9,1.665,1.675,1.67,0.044237708257232396,0.0017011065059390007
pi+ n,2.85,2.95,2.9,1.675,1.685,1.68,0.04535254716844668,0.0016420637625638337
pi+ n,2.85,2.95,2.9,1.685,1.695,1.69,0.04641068898707959,0.001587328882334096
pi+ n,2.85,2.95,2.9,1.695,1.705,1.7,0.04495230478966551,0.0015306350518616855
pi+ n,2.85,2.95,2.9,1.705,1.715,1.71,0.04358249379037007,0.0015046023807652768
pi+ n,2.85,2.95,2.9,1.715,1.725,1.72,0.04221268279107463,0.0014785697096688678
pi+ n,2.85,2.95,2.9,1.725,1.735,1.73,0.040842871791779194,0.0014525370385724589
pi+ n,2.85,2.95,2.9,1.735,1.745,1.74,0.03947306079248376,0.0014265043674760501
pi+ n,2.85,2.95,2.9,1.745,1.755,1.75,0.03810324979318831,0.0014004716963796412
pi+ n,2.85,2.95,2.9,1.755,1.765,1.76,0.036733438793892875,0.0013744390252832322
pi+ n,2.85,2.95,2.9,1.765,1.775,1.77,0.035363627794597445,0.0013484063541868234
pi+ n,2.85,2.95,2.9,1.775,1.785,1.78,0.03399381679530201,0.0013223736830904145
pi+ n,2.85,2.95,2.9,1.785,1.795,1.79,0.032624005796006564,0.0012963410119940055
pi+ n,2.85,2.95,2.9,1.795,1.805,1.8,0.03125419479671113,0.0012703083408975966
pi+ n,2.85,2.95,2.9,1.805,1.815,1.81,0.02988438379741569,0.0012442756698011878
pi+ n,2.85,2.95,2.9,1.815,1.825,1.82,0.028514572798120256,0.0012182429987047788
