channel,q2_min,q2_max,q2,w_min,w_max,w,beam_energy,sigma_U,sigma_U_err,F_2,F_2_err,d2sigma_dOmega_pi_dE_f,d2sigma_dOmega_pi_dE_f_err,d2sigma_dWdQ2,d2sigma_dWdQ2_err
pi+ n,2.6,2.6,2.6,1.615,1.615,1.615,5.499,7.279563349628725,0.41978618094962544,0.045565559053230634,0.0026276015605751794,0.0029168170500034223,0.00016820232631290153,0.0008983853610453218,5.1806645758979565e-05
pi+ n,2.6,2.6,2.6,1.625,1.625,1.625,5.499,7.0893797194714825,0.4069047163494776,0.0451062461786356,0.0025889351442830778,0.0028419574491188584,0.00016311806328201656,0.0008855373581463074,5.082663671459423e-05
pi+ n,2.6,2.6,2.6,1.635,1.635,1.635,5.499,7.414327511534978,0.4160348229593295,0.04793840696456087,0.0026899333248261623,0.0029726312264623726,0.0001668011163656583,0.0009370812341456811,5.258176479792387e-05
pi+ n,2.6,2.6,2.6,1.645,1.645,1.645,5.499,7.677123334215316,0.45525837234872923,0.05042931058203737,0.0029904906896475528,0.0030774066157160237,0.00018249219999919242,0.0009814758349518565,5.8202150944792984e-05
pi+ n,2.6,2.6,2.6,1.655,1.655,1.655,5.499,7.845071027579436,0.4152643927344066,0.052341510256426124,0.0027706014891420204,0.0031431135856502656,0.0001663749314508172,0.001014204541573859,5.368505034365429e-05
pi+ n,2.6,2.6,2.6,1.665,1.665,1.665,5.499,7.880237862152224,0.3940935454830826,0.05338859635992813,0.0026699830126831825,0.0031545800266659712,0.000157761688030997,0.0010298894080763847,5.150514177162733e-05
pi+ n,2.6,2.6,2.6,1.675,1.675,1.675,5.499,7.592273291160246,0.3709312297740911,0.052220189599232,0.0025512910829529954,0.003035831279206624,0.00014831982287753998,0.0010028215631266808,4.899426316590227e-05
pi+ n,2.6,2.6,2.6,1.685,1.685,1.685,5.499,7.371569484300804,0.37217502431460137,0.051461711597030134,0.002598193479107162,0.002943310896069017,0.00014860157075678967,0.0009837691348865635,4.966843254697871e-05
pi+ n,2.6,2.6,2.6,1.695,1.695,1.695,5.499,7.142697816842871,0.35807721595454245,0.05059957943695439,0.0025366544963628165,0.0028469364856908708,0.00014272241622650492,0.0009628541430422897,4.826973501495177e-05
pi+ n,2.6,2.6,2.6,1.705,1.705,1.705,5.499,6.664876114556587,0.33569235203663395,0.04790073884702451,0.0024126347454126707,0.0026510499866880836,0.0001335264437180341,0.0009072805172500312,4.569734314002919e-05
pi+ n,2.6,2.6,2.6,1.715,1.715,1.715,5.499,5.903494915695207,0.30718710981424674,0.04303603964479197,0.002239371224185794,0.0023427089491747394,0.00012190236487198057,0.0008113324621576663,4.2217513135494984e-05
pi+ n,2.6,2.6,2.6,1.725,1.725,1.725,5.499,5.039661765760105,0.26979524360466517,0.03725694227945822,0.001994527864259424,0.001994659148887814,0.0001067828707550765,0.0006990731187170692,3.742445646712923e-05
pi+ n,2.6,2.6,2.6,1.735,1.735,1.735,5.499,4.154925592489718,0.23313878128675078,0.031143234653732626,0.0017474911670193756,0.0016397036469452332,9.200610249464976e-05,0.0005815805309019647,3.263331031479142e-05
pi+ n,2.6,2.6,2.6,1.74,1.74,1.74,5.499,1.292840775175886,0.08673798546284378,0.00975686903642626,0.0006545981383742147,0.000509411610573018,3.4176936341194093e-05,0.00018176710215918836,1.2194937356119514e-05
pi+ n,2.6,2.6,2.6,1.745,1.745,1.745,5.499,3.5805918394086764,0.22494239536886615,0.027205956316688717,0.0017091512399769518,0.0014085429729577149,8.848845233625336e-05,0.0005056185971200003,3.176431815752603e-05
pi+ n,2.6,2.6,2.6,1.755,1.755,1.755,5.499,3.5601044156647568,0.25094372048217517,0.0274155368346303,0.001932459279010677,0.0013956328797899195,9.837500994092031e-05,0.0005070503578134939,3.57408346512717e-05
pi+ n,2.6,2.6,2.6,1.765,1.765,1.765,5.499,3.039193042517404,0.3312695032950248,0.023715663381917048,0.002584987501265208,0.001186974747780578,0.0001293792561446869,0.00043648321230814046,4.7576305590041024e-05
pi+ n,2.6,2.6,2.6,1.775,1.775,1.775,5.499,2.7845210784609096,0.21417879472719473,0.022013573731139477,0.0016932321776424568,0.0010831572072801867,8.33138980163771e-05,0.000403165734674854,3.101055754108073e-05
pi+ n,2.6,2.6,2.6,1.78,1.78,1.78,5.499,2.3393611416224958,0.18785981282862707,0.018613989448163018,0.0014947758648759448,0.0009080792309904786,7.292229973911544e-05,0.0003400607970179,2.7308206732812953e-05
pi+ n,2.6,2.6,2.6,1.83,1.83,1.83,5.499,1.9893859142788763,0.13794244919362936,0.016844544400519024,0.001167987414347755,0.0007534380968887084,5.224280299495785e-05,0.00030004784220989694,2.0805080569146317e-05
pi+ n,2.6,2.6,2.6,1.89,1.89,1.89,5.499,1.727976025090437,0.13427701219343424,0.015683011573361258,0.0012186904827894156,0.0006301474291714737,4.8967296306145656e-05,0.0002706833320345911,2.1034174403123405e-05
pi+ n,2.6,2.6,2.6,1.95,1.95,1.95,5.499,1.3087963248194947,0.09711063692665636,0.012669790393633026,0.0009400785985723368,0.00045563178430825567,3.3807164597826935e-05,0.0002116314068862983,1.5702718846836023e-05
pi+ n,2.6,2.6,2.6,2.01,2.01,2.01,5.499,1.0510843558891219,0.11185163745584789,0.0108063075137718,0.00114995831066704,0.00034641354674214554,3.6863760955913484e-05,0.00017449569118195882,1.8569041274695705e-05
pi+ n,3.15,3.15,3.15,1.605,1.605,1.605,5.499,3.8674136539045647,0.46389002069846724,0.025977477917933676,0.0031159565144726047,0.0008936697687324694,0.00010719424520217867,0.00029942603026855116,3.591566866365666e-05
pi+ n,3.15,3.15,3.15,1.615,1.615,1.615,5.499,4.248035434707683,0.4773031323884265,0.029016340685357772,0.0032602341747001054,0.0009830150059751046,0.00011045014777967163,0.0003333746806953275,3.745749813073788e-05
pi+ n,3.15,3.15,3.15,1.625,1.625,1.625,5.499,4.360332061296939,0.2699365868347031,0.030278862014445743,0.0018744839958329542,0.0010100819318572985,6.253149193134222e-05,0.0003467397756388941,2.1465739361133443e-05
pi+ n,3.15,3.15,3.15,1.635,1.635,1.635,5.499,4.612424761286997,0.2934678326661727,0.032554055673512015,0.002071268076432271,0.001069260359073034,6.803222521194245e-05,0.0003715526956120974,2.3640226116584177e-05
pi+ n,3.15,3.15,3.15,1.645,1.645,1.645,5.499,4.567282284483424,0.2798011296168382,0.03275538780267413,0.0020066625921858075,0.0010592142343395215,6.488964789439392e-05,0.00037258607941230946,2.2825391426591934e-05
pi+ n,3.15,3.15,3.15,1.655,1.655,1.655,5.499,4.546993238293505,0.26041994563168985,0.033127933873996804,0.0018973361705710956,0.0010545789792965302,6.039890232073355e-05,0.0003755298501274428,2.1507721262846678e-05
pi+ n,3.15,3.15,3.15,1.665,1.665,1.665,5.499,4.610176462756411,0.2761450846906318,0.03411391096251051,0.0020433900758407664,0.0010689578078709175,6.402953265887243e-05,0.00038535928593544854,2.3082646295786383e-05
pi+ n,3.15,3.15,3.15,1.675,1.675,1.675,5.499,4.6715096370377625,0.27108327819259137,0.035100758959362884,0.0020368637860256537,0.0010825551478626818,6.281964955828883e-05,0.0003951056975700479,2.292760928515952e-05
pi+ n,3.15,3.15,3.15,1.685,1.685,1.685,5.499,4.734818434605721,0.2603875562568521,0.03611700861299237,0.0019862260278683506,0.0010962497594348088,6.0287379515992337e-05,0.00040508819034777455,2.2277501325550006e-05
pi+ n,3.15,3.15,3.15,1.695,1.695,1.695,5.499,4.580324040269155,0.2514903111556009,0.03546174881294807,0.0019470863119470478,0.001059208362569912,5.8157597222241136e-05,0.00039629429933054684,2.175919777107592e-05
pi+ n,3.15,3.15,3.15,1.705,1.705,1.705,5.499,4.301353277820658,0.2288072366873132,0.03379350396727966,0.0017976199026955174,0.000993200258570878,5.283253710233905e-05,0.0003762615946674776,2.001495115301175e-05
pi+ n,3.15,3.15,3.15,1.715,1.715,1.715,5.499,3.8181554375367717,0.20678895823599314,0.030433844301013615,0.0016482783535347917,0.0008800373697655636,4.7662284545431575e-05,0.00033759178881127236,1.8283764361973043e-05
pi+ n,3.15,3.15,3.15,1.725,1.725,1.725,5.499,3.4756035012451467,0.20751053259975444,0.028100992616045116,0.0016777667366971586,0.0007994006898891386,4.772813206687062e-05,0.00031053802875616093,1.8540639551255774e-05
pi+ n,3.15,3.15,3.15,1.735,1.735,1.735,5.499,2.819586351245913,0.1774095640893047,0.02311959973218951,0.0014546949798485596,0.0006469624422064787,4.0707150112031795e-05,0.0002545138730998362,1.60141203908759e-05
pi+ n,3.15,3.15,3.15,1.745,1.745,1.745,5.499,2.6449526467279023,0.227534626630111,0.021990423789056968,0.0018917476169076112,0.000605264313904529,5.2068451904865054e-05,0.00024114761997021534,2.0744958795592193e-05
pi+ n,3.15,3.15,3.15,1.755,1.755,1.755,5.499,2.4197852996257563,0.2616224398834968,0.020395418616698028,0.0022051126526684336,0.0005520940475716187,5.969132542179727e-05,0.00022278231551451527,2.408678693800513e-05
pi+ n,3.15,3.15,3.15,1.765,1.765,1.765,5.499,2.1600927527092284,0.23582569433779405,0.01845395774492748,0.0020146900604242944,0.0004912410199028903,5.3630685284466346e-05,0.0002007784313499455,2.1919759196343942e-05
pi+ n,3.15,3.15,3.15,1.775,1.775,1.775,5.499,1.8914529446257697,0.21564346933764297,0.01637559596993389,0.0018669723386255037,0.00042862942244996263,4.886779551134323e-05,0.00017745371136150702,2.0231396225618125e-05
pi+ n,3.15,3.15,3.15,1.78,1.78,1.78,5.499,1.8463128072272526,0.16156874545951364,0.016090547525812734,0.0014080656145187308,0.00041761735727745454,3.6545222582714185e-05,0.00017401310822537543,1.5227690280558157e-05
pi+ n,3.15,3.15,3.15,1.83,1.83,1.83,5.499,1.4518852873060042,0.1099803972092862,0.013485066060797395,0.0010214945593338602,0.0003211039923298829,2.4323646592945307e-05,0.00014283834726039937,1.0820013334225425e-05
pi+ n,3.15,3.15,3.15,1.89,1.89,1.89,5.499,1.1909482235352988,0.09439938646585519,0.011880622878599315,0.0009417063549939763,0.00025415438909818437,2.0145307683698585e-05,0.00012258436981795175,9.716534331582686e-06
pi+ n,3.15,3.15,3.15,1.95,1.95,1.95,5.499,0.8506828149335344,0.07779702290098876,0.00907139598531846,0.0008296013376841258,0.00017355674845532154,1.5872188901870257e-05,9.105330733346054e-05,8.327047533439899e-06
pi+ n,3.15,3.15,3.15,2.01,2.01,2.01,5.499,0.736681220546466,0.1663760289616811,0.00836278447202365,0.0018886959959228979,0.00014237936593321525,3.215571789990575e-05,8.155788121819163e-05,1.841946832518085e-05
pi+ n,4.0,4.0,4.0,1.605,1.605,1.605,5.499,1.7578216206484039,0.1696018221196255,0.013092799741350178,0.0012632468884762366,0.00019076213594170356,1.840551138244074e-05,7.56658828322857e-05,7.300553964009179e-06
pi+ n,4.0,4.0,4.0,1.615,1.615,1.615,5.499,2.198304326608229,0.35293460237577495,0.01665297709874279,0.0026736115557694194,0.00023898098600881124,3.836805407308008e-05,9.605146871032727e-05,1.54209253498549e-05
pi+ n,4.0,4.0,4.0,1.625,1.625,1.625,5.499,2.1740927353055115,3.755758545126829,0.01674634514490307,0.02892941402923856,0.00023667644345988007,0.0004088600088301937,9.639448642458893e-05,0.00016652206698137355
pi+ n,4.0,4.0,4.0,1.635,1.635,1.635,5.499,2.3074051763779035,0.2715936894991091,0.018067508650840124,0.0021266405158376377,0.0002514478477754137,2.9596730298203268e-05,0.00010378300943479888,1.2215804457873628e-05
pi+ n,4.0,4.0,4.0,1.645,1.645,1.645,5.499,2.2460783140118377,0.23062685103595987,0.017874303743287107,0.0018353297661342584,0.00024493110507852546,2.51494745898341e-05,0.00010245403578635647,1.0519958944409453e-05
pi+ n,4.0,4.0,4.0,1.655,1.655,1.655,5.499,2.171478865812831,0.19845280263731116,0.017558597504522933,0.0016046911346976115,0.00023687522988891593,2.164817442476763e-05,0.00010042414279025403,9.17782480084853e-06
pi+ n,4.0,4.0,4.0,1.665,1.665,1.665,5.499,2.0751018998607167,0.16979819759992415,0.017045369507296446,0.0013947618764928655,0.0002263604025647946,1.8522265516732075e-05,9.727020548241057e-05,7.95927446849534e-06
pi+ n,4.0,4.0,4.0,1.675,1.675,1.675,5.499,1.8162552440051742,0.15547866694587303,0.015152420015537061,0.0012971073712219686,0.00019805634319522384,1.6954410081846407e-05,8.626955314502777e-05,7.385016596801002e-06
pi+ n,4.0,4.0,4.0,1.685,1.685,1.685,5.499,2.215153361633307,0.2101931443586614,0.018765271741292645,0.001780613270558724,0.00024139158447195568,2.290534688960241e-05,0.00010658838230763962,1.0114038882087405e-05
pi+ n,4.0,4.0,4.0,1.695,1.695,1.695,5.499,1.991486999037106,0.1847401625308958,0.017127132685581886,0.0015887973547165808,0.0002168001084299802,2.0111448022224383e-05,9.70502735376243e-05,9.002862341394853e-06
pi+ n,4.0,4.0,4.0,1.705,1.705,1.705,5.499,1.9852424754864522,0.1713054957992886,0.017329632558903286,0.0014953645885473,0.00021583309591741552,1.8624120711989368e-05,9.795722156372013e-05,8.452675486394688e-06
pi+ n,4.0,4.0,4.0,1.715,1.715,1.715,5.499,1.7618339771138904,0.17837634229316954,0.015607167180616588,0.0015801428689647885,0.0001912282785820856,1.936084859276537e-05,8.800034804677841e-05,8.909568329942295e-06
pi+ n,4.0,4.0,4.0,1.725,1.725,1.725,5.499,2.0694299127726685,0.2282835073565883,0.018599872492784046,0.0020517941210916038,0.0002241723368602418,2.4728958924834226e-05,0.00010460729266670792,1.1539467714100105e-05
pi+ n,4.0,4.0,4.0,1.735,1.735,1.735,5.499,1.3009712169633765,0.12278361044140405,0.01186167404231532,0.0011194860776351505,0.0001406066547448616,1.3270234188546299e-05,6.65377994246302e-05,6.279732508803121e-06
pi+ n,4.0,4.0,4.0,1.745,1.745,1.745,5.499,9.32652455823907,1.4540853542469234,0.08624582923689877,0.013446466191682221,0.001005376584938662,0.0001567468523278211,0.0004825141402132085,7.52281023997587e-05
pi+ n,4.0,4.0,4.0,1.755,1.755,1.755,5.499,2.7246055650497425,0.49753336161284734,0.025549636526972407,0.004665554791604817,0.0002928519927419494,5.3476964986402784e-05,0.00014255599303698665,2.6031790929141238e-05
pi+ n,4.0,4.0,4.0,1.765,1.765,1.765,5.499,3.1307536002728167,0.4739618216403169,0.02976579839632245,0.004506216020727419,0.0003354245578111642,5.077960604412422e-05,0.0001656253035900346,2.507385780612781e-05
pi+ n,4.0,4.0,4.0,1.775,1.775,1.775,5.499,2.6386864580828013,0.42981960870667846,0.025431416946655943,0.0041425617838696015,0.0002817097152283736,4.58881195215236e-05,0.00014111330471663756,2.2986158598274867e-05
pi+ n,4.0,4.0,4.0,1.78,1.78,1.78,5.499,1.184740142762188,0.31421285615335365,0.01149571402015791,0.003048855192307789,0.00012624709815554496,3.348283717308732e-05,6.369715146275969e-05,1.6893547511003836e-05
pi+ n,4.0,4.0,4.0,1.83,1.83,1.83,5.499,0.8751016292317245,0.22808404401342136,0.00906426962897549,0.0023624859147157616,9.113645060050082e-05,2.375354989138907e-05,4.9489977067203986e-05,1.2898929370671266e-05
pi+ n,4.0,4.0,4.0,1.89,1.89,1.89,5.499,-0.16525334989622553,0.04692967456744685,-0.0018424649158528814,0.0005232346512625158,-1.6577846841231397e-05,4.7078800991116e-06,-9.869549408757465e-06,2.8028160528738816e-06
pi+ n,4.0,4.0,4.0,1.95,1.95,1.95,5.499,0.5646890916724902,0.15363596891179507,0.006746330189247573,0.0018354860940453309,5.3978996557808216e-05,1.4686161924047187e-05,3.540520985113892e-05,9.632758628105363e-06
pi+ n,4.0,4.0,4.0,2.01,2.01,2.01,5.499,0.5256457202127196,0.33333054347144186,0.0067027655978983665,0.004250460744938607,4.734762013754535e-05,3.0024800632145382e-05,3.4418618739287055e-05,2.1826063541923402e-05
pi+ n,2.0,2.23,2.115,1.1,1.12,1.11,5.729,18.623887880588455,1.97735244151017,0.022504397875583348,0.0023893574944886847,0.006531141315795941,0.0006934303035671516,0.0009597889118462403,0.00010190358534920405
pi+ n,2.0,2.23,2.115,1.14,1.16,1.15,5.73,3.545004566237258,0.26440338643630856,0.005401236448803569,0.00040285003342681325,0.0014842365940323176,0.00011070146015393665,0.00022837825615940275,1.703354204168421e-05
pi+ n,2.66,3.17,2.915,1.1,1.12,1.11,5.739,0.8704850588272742,0.12582972893444622,0.0012409111001839004,0.0001793752871281256,0.00012218897694110396,1.76625729429403e-05,1.979157148950489e-05,2.8608969797438704e-06
pi+ n,2.66,3.17,2.915,1.12,1.14,1.13,5.742,3.5933624993847006,0.3635539940321843,0.005773062886099433,0.0005840824771783541,0.0005560643812959924,5.625912409165779e-05,9.212450042213526e-05,9.320582068305626e-06
pi+ n,2.0,2.23,2.115,1.12,1.14,1.13,5.746,21.615404764055892,1.6923667864953553,0.029496004844132537,0.0023093742392242596,0.008390270430662242,0.000656911825689194,0.0012534529383176596,9.813844082028559e-05
pi+ n,2.66,3.17,2.915,1.14,1.16,1.15,5.746,2.4939721776081787,0.21381647734031634,0.004465324678802122,0.0003828270425686557,0.0004208141434504497,3.6077787304688105e-05,7.126555473604532e-05,6.109831539491485e-06
pi+ n,3.79,4.52,4.155,1.14,1.16,1.15,5.746,0.8825864737289023,0.1289811970544484,0.0018571398991923595,0.0002714024454548629,4.8041868342645025e-05,7.020839172151078e-06,9.766989367932216e-06,1.4273479344992983e-06
pi+ n,3.17,3.79,3.48,1.14,1.16,1.15,5.747,1.5687731411259849,0.1714134534371187,0.0030525027444080134,0.000333534545772313,0.0001532999472009996,1.6750461027520227e-05,2.8087117614747305e-05,3.0689649772960516e-06
pi+ n,2.23,2.66,2.445,1.1,1.12,1.11,5.75,4.532911510881049,0.5613295844393494,0.005912417977259852,0.0007321596987367491,0.0010696379773457837,0.00013245779007218104,0.00016230903029653063,2.009941299502596e-05
pi+ n,3.79,4.52,4.155,1.1,1.12,1.11,5.751,0.3382364314560915,0.07859825221139596,0.0005681006734305279,0.00013201333700078679,1.5356602281113413e-05,3.568515946094171e-06,2.9630112067167525e-06,6.885346475781646e-07
pi+ n,3.17,3.79,3.48,1.12,1.14,1.13,5.752,2.7691260176854517,0.34951991354882633,0.004838304187724334,0.0006106922005773541,0.00024901075180957816,3.1430211514158085e-05,4.443450824660374e-05,5.608536910833253e-06
pi+ n,1.72,1.72,1.72,1.15,1.15,1.15,5.754,2.6368455283081356,0.08122897874578171,0.00360061481327838,0.00011091823961610484,0.00193298659475554,5.9546350112523685e-05,0.0002810937105271787,8.659193264398501e-06
pi+ n,1.72,1.72,1.72,1.17,1.17,1.17,5.754,20.397622460281948,0.48309976278807953,0.030855908703401946,0.0007307950818410271,0.01606207966509465,0.00038041624170659366,0.0023891967920051326,5.658602642142274e-05
pi+ n,1.72,1.72,1.72,1.19,1.19,1.19,5.754,21.792308350391384,0.3940386081560745,0.03622863284850218,0.0006550696618958613,0.018284215358807303,0.00033060686621024963,0.002781510872670576,5.029401453097637e-05
pi+ n,1.72,1.72,1.72,1.21,1.21,1.21,5.754,23.555813605705918,0.3476576965806468,0.042742454791336135,0.0006308312515836379,0.020911979172254885,0.0003086376311029874,0.003253009493577945,4.8010814078539784e-05
pi+ n,1.72,1.72,1.72,1.23,1.23,1.23,5.754,25.23174502727604,0.33491338401129017,0.049674997664296644,0.0006593607200182854,0.023557851405768437,0.0003126949692069239,0.0037466918076227767,4.9731686444272425e-05
pi+ n,1.72,1.72,1.72,1.25,1.25,1.25,5.754,26.25143872976172,0.46270789753985886,0.05578349388019841,0.000983239944920477,0.025639933435082012,0.00045192950431926344,0.004168620210013459,7.347610593360421e-05
pi+ n,1.72,1.72,1.72,1.27,1.27,1.27,5.754,23.824522229115463,0.4534039074114111,0.05439132906332677,0.001035120070381693,0.02422733504005529,0.00046106982829238876,0.00402614880480685,7.662154071187782e-05
pi+ n,1.72,1.72,1.72,1.29,1.29,1.29,5.754,21.023743367799597,0.45537068434938577,0.05135381463246512,0.001112314838705372,0.022164860193358265,0.0004800870795548717,0.0037645054081715027,8.153854306372455e-05
pi+ n,1.72,1.72,1.72,1.31,1.31,1.31,5.754,19.113013212593273,0.5097770428360777,0.0497659374560305,0.0013273434255559886,0.02081096722644886,0.0005550644062898232,0.0036120041967967224,9.633838462170474e-05
pi+ n,1.72,1.72,1.72,1.33,1.33,1.33,5.754,18.160754753063536,0.5267740520771352,0.050235644536524196,0.0014571439563516731,0.02035125273011949,0.0005903120223394055,0.0036092640291185245,0.00010469094833816245
pi+ n,1.72,1.72,1.72,1.35,1.35,1.35,5.754,13.489414518281004,0.32726584667931824,0.03951942139523,0.0009587782246337883,0.015508144846655697,0.00037624213762489086,0.002810097705253264,6.817560565842203e-05
pi+ n,1.72,1.72,1.72,1.37,1.37,1.37,5.754,13.019784115681171,0.26518807552865414,0.040284403658299224,0.0008205161763855355,0.015311118129574157,0.0003118581625392203,0.002834451692054301,5.773235429376333e-05
pi+ n,1.72,1.72,1.72,1.39,1.39,1.39,5.754,12.849132802738175,0.28067973969733595,0.04187901071388808,0.000914815809472459,0.01541477328080318,0.00033672424578157337,0.0029152129058496643,6.368065550710389e-05
pi+ n,1.72,1.72,1.72,1.41,1.41,1.41,5.754,15.355914062180661,0.36604688185628814,0.052595306348734126,0.0012537415754784692,0.018745968881336426,0.0004468573755103292,0.003621481134231012,8.632712266549278e-05
pi+ n,1.72,1.72,1.72,1.43,1.43,1.43,5.754,15.196067370516197,0.31551538170280186,0.05457403691981432,0.0011331186990672774,0.01883283993418619,0.00039102555519801433,0.0037163559911932223,7.716256124132944e-05
pi+ n,1.72,1.72,1.72,1.45,1.45,1.45,5.754,14.094994201372279,0.26014079688832353,0.052966996061622675,0.0009775723471322688,0.01769504610203726,0.0003265842701454557,0.003566629464796453,6.582662028248239e-05
pi+ n,1.72,1.72,1.72,1.47,1.47,1.47,5.754,16.7016364579088,0.26772469053458087,0.06554614511827846,0.0010506947305284023,0.021196147913026594,0.0003397710251232935,0.004363684200405158,6.99491936067676e-05
pi+ n,1.72,1.72,1.72,1.49,1.49,1.49,5.754,20.473168704025806,0.30548703151952256,0.08376007428362463,0.0012498122211891745,0.0262153703898447,0.0003911683528990643,0.005512280525268838,8.225059046361136e-05
pi+ n,1.72,1.72,1.72,1.51,1.51,1.51,5.754,21.29110120094383,0.31166730744654825,0.09065234002651468,0.0013270037309549923,0.02745690989260838,0.00040192478051123063,0.005896554658097658,8.63160292253569e-05
pi+ n,1.72,1.72,1.72,1.53,1.53,1.53,5.754,18.770073627402937,0.27774870840572985,0.08303959501078038,0.0012287719653431288,0.024336313958222777,0.0003601147178977769,0.005337879488056205,7.898685763643343e-05
pi+ n,1.72,1.72,1.72,1.55,1.55,1.55,5.754,15.475497977953937,0.25048553320453115,0.07103169667144128,0.0011497150166356637,0.020140050132545533,0.00032598571001743253,0.004511710707956571,7.302629381988462e-05
pi+ n,1.72,1.72,1.72,1.57,1.57,1.57,5.754,12.972320933870737,0.24051994717971648,0.06168799103329744,0.0011437577300613651,0.016919522774903755,0.000313705060557085,0.003871136282006394,7.177478099871837e-05
pi+ n,1.72,1.72,1.72,1.59,1.59,1.59,5.754,11.641316091139043,0.2785971241216008,0.057277180341100055,0.0013707434448043951,0.015194519527618138,0.00036363151809150183,0.0035506950427230174,8.497436370518376e-05
pi+ n,1.72,1.72,1.72,1.61,1.61,1.61,5.754,12.924985746139036,0.3073117305808486,0.06571416020412779,0.001562456833039853,0.016858509998103937,0.00040083741555223593,0.004023754831625786,9.567105798235435e-05
pi+ n,1.72,1.72,1.72,1.63,1.63,1.63,5.754,11.238312585536546,0.27433954625885326,0.058974091601772076,0.0014396223105486595,0.014628896932547049,0.0003571074319384473,0.0035663435222918712,8.705836007515195e-05
pi+ n,1.72,1.72,1.72,1.65,1.65,1.65,5.754,13.973074613357507,0.3524856507632302,0.07559488883247134,0.001906961375488216,0.018128678063349814,0.00045731516229995393,0.004514335576173674,0.00011387891050191924
pi+ n,1.72,1.72,1.72,1.67,1.67,1.67,5.754,15.05086734947387,0.37774387443090246,0.08385647241068472,0.002104614175981521,0.01943859799591695,0.0004878663235802903,0.004944576482848629,0.00012409806256889625
pi+ n,1.72,1.72,1.72,1.69,1.69,1.69,5.754,15.761110658437799,0.3431942878039993,0.09034297616323314,0.0019671959695198053,0.02023981381311149,0.0004407169416806083,0.005259337179158787,0.00011452076675549457
pi+ n,2.05,2.05,2.05,1.15,1.15,1.15,5.754,2.904176213572705,0.17308023245100604,0.004353259312454034,0.00025944125917626184,0.0013374335186403779,7.970704505195082e-05,0.00020221635217250399,1.2051490910172791e-05
pi+ n,2.05,2.05,2.05,1.17,1.17,1.17,5.754,8.110883132429132,0.3607789271450085,0.013451148623261886,0.0005983184432488657,0.004017648999344223,0.00017870841830198083,0.0006214943019878802,2.764459108052405e-05
pi+ n,2.05,2.05,2.05,1.19,1.19,1.19,5.754,13.59362286560156,0.3855764651894685,0.024745596584282027,0.0007018967463130231,0.00718433813057807,0.00020378023787344642,0.0011368472275410395,3.2246115681562524e-05
pi+ n,2.05,2.05,2.05,1.21,1.21,1.21,5.754,16.121664323319347,0.39341650993956573,0.031997378607762215,0.0007808311081674278,0.00902821038996142,0.00022031515800022841,0.0014611722326936599,3.565694389105013e-05
pi+ n,2.05,2.05,2.05,1.23,1.23,1.23,5.754,17.384508905030255,0.3995998770222074,0.03740001387021066,0.000859675762186221,0.010253697807686056,0.00023569123553375952,0.001697085829647383,3.900917147144714e-05
pi+ n,2.05,2.05,2.05,1.25,1.25,1.25,5.754,16.811801652840167,0.3862284492014115,0.03900375350988366,0.0008960585868327515,0.010388679961092767,0.0002386658987226862,0.0017581306902315242,4.0390679357486497e-05
pi+ n,2.05,2.05,2.05,1.29,1.29,1.29,5.754,10.094213656137523,0.24554987205093823,0.02688107236984316,0.0006539037220589887,0.006754050260480901,0.00016429770894321326,0.0011946489256205923,2.9060796692525522e-05
pi+ n,2.05,2.05,2.05,1.31,1.31,1.31,5.754,10.143530377613574,0.2814434560360235,0.02877743036241179,0.0007984615962611866,0.007020838192206266,0.00019480091166731607,0.0012693797926276694,3.522034464922388e-05
pi+ n,2.05,2.05,2.05,1.33,1.33,1.33,5.754,13.015042678140551,0.5371623263367996,0.03920773317360911,0.0016181980868415664,0.009286523184149542,0.0003832772984722226,0.001716105952847314,7.082784810380614e-05
pi+ n,2.05,2.05,2.05,1.35,1.35,1.35,5.754,12.29488008293662,0.47587852693299776,0.03921176578996895,0.001517707957840871,0.009015037538459397,0.0003489308358526957,0.0017026003516306767,6.589986578348859e-05
pi+ n,2.05,2.05,2.05,1.37,1.37,1.37,5.754,11.735312315644157,0.38193194901567207,0.039515359500813994,0.0012860482843802719,0.00881682065702517,0.00028694809367537673,0.0017016936878582014,5.538252151712543e-05
pi+ n,2.05,2.05,2.05,1.39,1.39,1.39,5.754,11.39900066288064,0.3482227307981298,0.040422808907035666,0.0012348574511427167,0.008751701816869116,0.0002673516386155709,0.0017260766030891032,5.272910547779139e-05
pi+ n,2.05,2.05,2.05,1.41,1.41,1.41,5.754,11.09097122856011,0.33179980234415707,0.04132482438523594,0.001236282042425639,0.008680039906002924,0.0002596738793925325,0.0017493042263819463,5.2332549115149184e-05
pi+ n,2.05,2.05,2.05,1.43,1.43,1.43,5.754,9.614530157046202,0.2636052947704971,0.03755939900602316,0.0010297805805028766,0.007652411853475842,0.00020980913777283102,0.0015757952655996764,4.320418873323009e-05
pi+ n,2.05,2.05,2.05,1.45,1.45,1.45,5.754,11.681116448836505,0.2962190731020781,0.0477482200071951,0.0012108374687262225,0.009434734221184326,0.00023925351983303345,0.0019850640793696757,5.033883911821497e-05
pi+ n,2.05,2.05,2.05,1.47,1.47,1.47,5.754,13.268292368778225,0.29383513608435075,0.056645044057273386,0.0012544420763774303,0.010853013177688832,0.00024034717621202828,0.002333070878933522,5.16674022663998e-05
